target_kappaR,actual_kappaR,frozen_Pi_pi2,dynamic_mean_Pi_pi2,dynamic_over_frozen,relative_dynamic_change,energy_flux_identity_end_error,energy_flux_identity_rms_error
6.0,5.929535736275306,0.020034980994662947,0.01935642202713214,0.966131289682203,-0.033868710317797035,0.0008307013711148573,0.0005659941126798487
7.0,7.021818635062862,0.006759285723943743,0.006342344307256829,0.9383157579491037,-0.06168424205089629,6.434099036435091e-06,0.0006173810819004273
8.0,7.958061119737911,0.0026235410470232725,0.0023849770824487596,0.9090679504156443,-0.09093204958435575,0.0006842641133341569,0.0003771923940631799
