target_kappaR,x_eval,actual_kappaR,Uabs_frozen,Uabs_evolved,Uabs_ratio,U2_ratio,Lambda_frozen_real,Lambda_frozen_imag,Lambda_evolved_real,Lambda_evolved_imag,Lambda_abs_ratio,Gamma_frozen_real,Gamma_frozen_imag,Gamma_evolved_real,Gamma_evolved_imag,A1quad_frozen,A1quad_evolved,A1quad_ratio
6.0,5.56640625,5.929535736275306,0.2133674588441232,0.20541912496959483,0.9627481438941677,0.926883988571665,0.5257961429186713,-0.034783864539378956,0.5473107828634532,-0.026516505273648728,1.0398661906066118,0.9901004743368929,0.017904744916441357,0.9874750796316745,0.021831963718457865,0.013094001981553416,0.012689148435976325,0.969080992492025
7.0,6.591796875,7.021818635062862,0.12430830162395101,0.11621891472016163,0.934924805518936,0.8740843919746203,0.5263384036281995,-0.06018110892329577,0.563868758400378,-0.04812527500508984,1.0682392926341238,0.9855828025105208,0.03205348861654439,0.9794592630190425,0.03909741235514091,0.004512960872675336,0.004267998818170493,0.9457203238813752
8.0,7.470703125,7.958061119737911,0.07851376704618432,0.07028777046611187,0.8952286090764993,0.8014342625090435,0.5173219301522166,-0.09493598533934935,0.5810974642108063,-0.08213100404565013,1.1158109277816155,0.9817650133898718,0.052141115966178125,0.970388710186432,0.06491085531334975,0.0018007946574470266,0.0016473113009313602,0.914769096031605
