restart_age_T0,omega,kappa,x_eval,lambda_real_over_kappa,lambda_imag_over_kappa,lambda_mismatch_over_kappa,restart
5.0,0.9682802697398942,0.24986660287528958,14.0625,0.3061103602669264,0.37719738310435663,0.7897852226711193,unfiltered
10.0,0.9698033935851774,0.24388804355825527,14.35546875,0.3492619835505373,0.09388093367109929,0.657475167409035,unfiltered
20.0,0.9671016500118774,0.2543902485243964,13.76953125,0.25488853332831163,-0.5200593319312189,0.9086543933170523,unfiltered
5.0,0.9681783220340914,0.2502613368925597,14.0625,0.29168434940158117,0.3116134171823404,0.773830719634932,farfield_cleaned
10.0,0.9700359198285081,0.24296154889706353,14.35546875,0.39263500155788356,0.00498409625096239,0.6073854480871524,farfield_cleaned
20.0,0.9665883545502028,0.25633367482235236,13.76953125,0.3223874774233787,-0.5089935917523172,0.8474864053172633,farfield_cleaned
