spp,target_kappaR,actual_kappaR,delta_over_pi,mean_midpoint_power,energy_change_end,impulse_end,end_relative_error,rms_relative_error
160,7.0,7.021818635062862,0.5,0.006342356850589696,0.04708479424487781,0.0470844576984409,7.147718235784405e-06,0.0006110289080400004
320,7.0,7.021818635062862,0.5,0.006342344307256829,0.04708466752457484,0.04708436457911007,6.434099036435091e-06,0.0006173810819004273
160,7.0,7.021818635062862,-0.5,-0.00634235685058964,-0.047077199745704346,-0.04708445769844048,0.00015414752746269823,0.0006576339752146022
320,7.0,7.021818635062862,-0.5,-0.006342344307256735,-0.04707719388450245,-0.04708436457910935,0.00015229460291117737,0.0006554245870588096
