spp,omega,kappa,even_to_odd_core_L2,half_wave_defect_core_mean,half_wave_defect_core_max,spectral_max_above_2over3_nyquist,spectral_L2_above_2over3_nyquist,n_zero_crossings,dt,L,N
160,0.8451694014841428,0.5344985339502213,0.0020169530036076595,0.1015597217190197,0.47842961092210307,2.4070626372227624e-15,9.787231992494302e-15,35,0.041394117774150425,600.0,4096
320,0.8451698509905118,0.5344978231730005,0.0019820341591505323,0.10157344544155505,0.47834295231595914,1.9571274636806317e-15,8.164373233332529e-15,35,0.020697058887075213,600.0,4096
