band,omega_core,omega_peak,k_peak,k_KG,relative_k_error,peak_power
near_threshold_on_KG_branch,0.844768514272101,1.042248816834445,-0.2647729117099546,0.29373899331345277,-0.09861163230919119,2103097.1234295396
