target_kappaR,actual_kappaR,R,omega,kappa,omega_over_kappa,A1_force_cos1,B1_power_sin1,B1_over_A1,relative_error_B1_over_A1_vs_omega_over_kappa,A2_force_cos2,B2_power_sin2,A3_force_cos3,B3_power_sin3,A5_force_cos5,B5_power_sin5,F_pi2,Pi_pi2,Pi_0,Pi_pi,force_fit_rms,power_fit_rms
6.0,5.929535736275306,11.1328125,0.8463557896693058,0.5326179468373609,1.5890485754280212,0.012466536512484597,0.0200348518440055,1.607090455632294,0.011353888410499335,-0.0001556207509558627,8.635154020317577e-18,1.564797289590485e-06,-1.2542815911118414e-07,-3.432525348976227e-08,3.888000316643781e-09,-0.0001561654718293866,0.020034980994662947,-1.794019170416397e-15,1.7969973382589433e-15,3.8048255385363215e-11,1.4158954068856122e-17
7.0,7.021818635062862,13.18359375,0.8463557896693058,0.5326179468373609,1.5890485754280212,0.004438918105613698,0.006759171118741698,1.5227068753968858,-0.04174932161105638,-1.8618994328455236e-05,1.5181378170601526e-18,-3.621422048282598e-07,-1.1589974866288221e-07,-2.805320942259254e-08,-1.1991040473092234e-09,-1.9994803883060073e-05,0.006759285723943743,-8.557573072016808e-16,8.569059632874965e-16,1.2313435645814618e-11,4.136855624116421e-18
8.0,7.958061119737911,14.94140625,0.8463557896693058,0.5326179468373609,1.5890485754280212,0.0017889003562577518,0.0026239737418540516,1.466808216944633,-0.07692676005858534,-3.0158738973773425e-06,6.233606145034636e-19,4.4292659145835865e-08,4.3349348627669527e-07,-3.3269339969928796e-08,2.7381453340039947e-10,-4.707274076621418e-06,0.0026235410470232725,-3.2990134674031063e-16,3.298007483429344e-16,5.033700372589147e-12,1.324421015375775e-18
