age_T0,R1_corrected,R2_leading,A1_over_local,A2_over_local,lambda_mismatch_over_kappa,source
20.0,1.060637059652215,0.5392928962448136,0.9974337553264242,0.9652328892908892,0.54775132345354,phase-spline M5
35.0,1.0028220532182006,1.1084699582362216,0.9941038194808611,0.9239598203818588,0.45642598171002785,exact phase-spline reconciliation
40.0,1.4250794217660339,10.26570639767766,0.9652094258046676,0.9531364046381242,0.34074073199888055,phase-spline M5
80.0,1.1664730129017737,5.757756702613596,0.9728580984826137,0.9924797319192092,0.2325648684041493,phase-spline M5
