force_convention,DeltaF_def_definition,case,spp,n_phase,kappaR,super_c0,super_A1,super_S1,super_A2,super_S2,super_A3,super_S3,super_A4,super_S4,pair_c0,pair_A1,pair_S1,pair_A2,pair_S2,pair_A3,pair_S3,pair_A4,pair_S4,deform_c0,deform_A1,deform_S1,deform_A2,deform_S2,deform_A3,deform_S3,deform_A4,deform_S4,deform_c0_over_2A2,deform_A1_over_4A2
"F_L=sigma(x_m,t)",F_full-F_sup,SG_exact_omega0p9,160,16,7.0,-1.1640288073401552e-05,0.0025660445556405283,6.81591276277686e-17,-5.81514157460606e-06,1.1572381030857794e-17,2.570893806950563e-09,1.998651409962797e-17,-2.9201047815590632e-12,1.776041349812802e-18,4.010640546956953e-05,0.0026510945934381173,1.2129762946780005e-16,2.12868289143559e-05,-4.327535181940769e-18,-1.1761755446477377e-07,-1.200012462829171e-17,-6.348947343760405e-09,1.541637412014947e-17,5.1746693542971156e-05,8.505003779758892e-05,5.2718557911928784e-17,2.710197048896175e-05,-1.5084559309073454e-17,-1.2018844827151162e-07,-3.1704863024488454e-17,-6.346027239476833e-09,1.3829441142033233e-17,0.954666627728173,0.7845373995244054
