case,spp,n_phase,kappaR,super_c0,super_A1,super_S1,super_A2,super_S2,super_A3,super_S3,super_A4,super_S4,pair_c0,pair_A1,pair_S1,pair_A2,pair_S2,pair_A3,pair_S3,pair_A4,pair_S4,deform_c0,deform_A1,deform_S1,deform_A2,deform_S2,deform_A3,deform_S3,deform_A4,deform_S4,deform_c0_over_2A2,deform_A1_over_4A2
GSL_b1_w3,160,16,7.021818635062862,-4.191720482610057e-05,-0.004126916566821038,-7.2723672534701445e-06,1.3075713636131313e-05,-5.690737163433459e-06,-2.8170234892931233e-07,-2.8001741920409205e-06,3.0671825518903706e-07,-1.924814416022208e-06,-0.00015422695301108884,-0.004099684402727722,-4.593935696501646e-06,-7.336986566199326e-07,-7.324523287892937e-06,-3.915084699647768e-06,-3.4043245037695034e-06,7.064288950705691e-08,-2.2113259226311777e-06,-0.00011230974818498827,2.7232164093313786e-05,2.678431556968488e-06,-1.3809412292751051e-05,-1.6337861244592841e-06,-3.6333823507182966e-06,-6.041503117280777e-07,-2.360753656817912e-07,-2.8651150660849343e-07,4.066420272061209,-0.49300005525232804
